,Value,Years,Crime,State
1907,8,2012,CRUELTY BY HUSBAND OR RELATIVES,Mizoram
1908,2,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1909,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1910,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1911,5,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1912,1,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1913,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1914,0,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1915,1,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1916,1,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1917,0,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1918,8,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1919,0,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Mizoram
1920,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1921,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1922,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1923,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1924,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1925,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1926,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1927,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1928,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1929,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1930,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1931,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Mizoram
1932,126,2001,TOTAL CRIMES AGAINST WOMEN,Mizoram
1933,154,2002,TOTAL CRIMES AGAINST WOMEN,Mizoram
1934,147,2003,TOTAL CRIMES AGAINST WOMEN,Mizoram
1935,91,2004,TOTAL CRIMES AGAINST WOMEN,Mizoram
1936,95,2005,TOTAL CRIMES AGAINST WOMEN,Mizoram
1937,125,2006,TOTAL CRIMES AGAINST WOMEN,Mizoram
1938,151,2007,TOTAL CRIMES AGAINST WOMEN,Mizoram
1939,162,2008,TOTAL CRIMES AGAINST WOMEN,Mizoram
1940,150,2009,TOTAL CRIMES AGAINST WOMEN,Mizoram
1941,170,2010,TOTAL CRIMES AGAINST WOMEN,Mizoram
1942,167,2011,TOTAL CRIMES AGAINST WOMEN,Mizoram
1943,199,2012,TOTAL CRIMES AGAINST WOMEN,Mizoram
1944,17,2001,RAPE,Nagaland
1945,17,2002,RAPE,Nagaland
1946,14,2003,RAPE,Nagaland
1947,18,2004,RAPE,Nagaland
1948,17,2005,RAPE,Nagaland
1949,23,2006,RAPE,Nagaland
1950,13,2007,RAPE,Nagaland
1951,19,2008,RAPE,Nagaland
1952,22,2009,RAPE,Nagaland
1953,16,2010,RAPE,Nagaland
1954,23,2011,RAPE,Nagaland
1955,21,2012,RAPE,Nagaland
1956,6,2001,KIDNAPPING & ABDUCTION,Nagaland
1957,4,2002,KIDNAPPING & ABDUCTION,Nagaland
1958,3,2003,KIDNAPPING & ABDUCTION,Nagaland
1959,4,2004,KIDNAPPING & ABDUCTION,Nagaland
1960,9,2005,KIDNAPPING & ABDUCTION,Nagaland
1961,3,2006,KIDNAPPING & ABDUCTION,Nagaland
1962,6,2007,KIDNAPPING & ABDUCTION,Nagaland
1963,7,2008,KIDNAPPING & ABDUCTION,Nagaland
1964,10,2009,KIDNAPPING & ABDUCTION,Nagaland
1965,6,2010,KIDNAPPING & ABDUCTION,Nagaland
1966,3,2011,KIDNAPPING & ABDUCTION,Nagaland
1967,10,2012,KIDNAPPING & ABDUCTION,Nagaland
1968,0,2001,DOWRY DEATH,Nagaland
1969,0,2002,DOWRY DEATH,Nagaland
1970,0,2003,DOWRY DEATH,Nagaland
1971,0,2004,DOWRY DEATH,Nagaland
1972,0,2005,DOWRY DEATH,Nagaland
1973,0,2006,DOWRY DEATH,Nagaland
1974,0,2007,DOWRY DEATH,Nagaland
1975,0,2008,DOWRY DEATH,Nagaland
1976,0,2009,DOWRY DEATH,Nagaland
1977,0,2010,DOWRY DEATH,Nagaland
1978,0,2011,DOWRY DEATH,Nagaland
1979,0,2012,DOWRY DEATH,Nagaland
1980,6,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1981,1,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1982,4,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1983,3,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1984,7,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1985,3,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1986,8,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1987,15,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1988,11,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1989,13,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1990,9,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1991,16,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Nagaland
1992,0,2001,INSULT TO THE MODESTY OF WOMEN,Nagaland
1993,0,2002,INSULT TO THE MODESTY OF WOMEN,Nagaland
1994,2,2003,INSULT TO THE MODESTY OF WOMEN,Nagaland
1995,1,2004,INSULT TO THE MODESTY OF WOMEN,Nagaland
1996,0,2005,INSULT TO THE MODESTY OF WOMEN,Nagaland
1997,2,2006,INSULT TO THE MODESTY OF WOMEN,Nagaland
1998,1,2007,INSULT TO THE MODESTY OF WOMEN,Nagaland
1999,1,2008,INSULT TO THE MODESTY OF WOMEN,Nagaland
2000,0,2009,INSULT TO THE MODESTY OF WOMEN,Nagaland
2001,3,2010,INSULT TO THE MODESTY OF WOMEN,Nagaland
2002,0,2011,INSULT TO THE MODESTY OF WOMEN,Nagaland
2003,0,2012,INSULT TO THE MODESTY OF WOMEN,Nagaland
2004,0,2001,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2005,0,2002,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2006,0,2003,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2007,0,2004,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2008,0,2005,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2009,3,2006,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2010,0,2007,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2011,4,2008,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2012,0,2009,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2013,1,2010,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2014,1,2011,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2015,0,2012,CRUELTY BY HUSBAND OR RELATIVES,Nagaland
2016,1,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2017,4,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2018,1,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2019,4,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2020,4,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2021,9,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2022,4,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2023,1,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2024,3,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2025,2,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2026,2,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2027,4,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Nagaland
2028,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2029,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2030,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2031,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2032,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2033,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2034,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2035,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2036,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2037,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2038,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2039,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Nagaland
2040,30,2001,TOTAL CRIMES AGAINST WOMEN,Nagaland
2041,26,2002,TOTAL CRIMES AGAINST WOMEN,Nagaland
2042,25,2003,TOTAL CRIMES AGAINST WOMEN,Nagaland
2043,30,2004,TOTAL CRIMES AGAINST WOMEN,Nagaland
2044,37,2005,TOTAL CRIMES AGAINST WOMEN,Nagaland
2045,43,2006,TOTAL CRIMES AGAINST WOMEN,Nagaland
2046,32,2007,TOTAL CRIMES AGAINST WOMEN,Nagaland
2047,47,2008,TOTAL CRIMES AGAINST WOMEN,Nagaland
2048,46,2009,TOTAL CRIMES AGAINST WOMEN,Nagaland
2049,41,2010,TOTAL CRIMES AGAINST WOMEN,Nagaland
2050,38,2011,TOTAL CRIMES AGAINST WOMEN,Nagaland
2051,51,2012,TOTAL CRIMES AGAINST WOMEN,Nagaland
2052,790,2001,RAPE,Odisha
2053,691,2002,RAPE,Odisha
2054,725,2003,RAPE,Odisha
2055,770,2004,RAPE,Odisha
2056,799,2005,RAPE,Odisha
2057,985,2006,RAPE,Odisha
2058,939,2007,RAPE,Odisha
2059,1113,2008,RAPE,Odisha
2060,1023,2009,RAPE,Odisha
2061,1025,2010,RAPE,Odisha
2062,1112,2011,RAPE,Odisha
2063,1458,2012,RAPE,Odisha
2064,434,2001,KIDNAPPING & ABDUCTION,Odisha
2065,432,2002,KIDNAPPING & ABDUCTION,Odisha
2066,373,2003,KIDNAPPING & ABDUCTION,Odisha
2067,423,2004,KIDNAPPING & ABDUCTION,Odisha
2068,547,2005,KIDNAPPING & ABDUCTION,Odisha
2069,577,2006,KIDNAPPING & ABDUCTION,Odisha
2070,660,2007,KIDNAPPING & ABDUCTION,Odisha
2071,762,2008,KIDNAPPING & ABDUCTION,Odisha
2072,799,2009,KIDNAPPING & ABDUCTION,Odisha
2073,912,2010,KIDNAPPING & ABDUCTION,Odisha
2074,1008,2011,KIDNAPPING & ABDUCTION,Odisha
2075,1364,2012,KIDNAPPING & ABDUCTION,Odisha
2076,294,2001,DOWRY DEATH,Odisha
2077,248,2002,DOWRY DEATH,Odisha
2078,279,2003,DOWRY DEATH,Odisha
2079,319,2004,DOWRY DEATH,Odisha
2080,334,2005,DOWRY DEATH,Odisha
2081,457,2006,DOWRY DEATH,Odisha
2082,461,2007,DOWRY DEATH,Odisha
2083,401,2008,DOWRY DEATH,Odisha
2084,384,2009,DOWRY DEATH,Odisha
2085,388,2010,DOWRY DEATH,Odisha
2086,465,2011,DOWRY DEATH,Odisha
2087,525,2012,DOWRY DEATH,Odisha
2088,1655,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2089,1605,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2090,1669,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2091,1811,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2092,2238,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2093,2415,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2094,2775,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2095,2782,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2096,2697,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2097,2905,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2098,3207,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2099,4187,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Odisha
2100,458,2001,INSULT TO THE MODESTY OF WOMEN,Odisha
2101,188,2002,INSULT TO THE MODESTY OF WOMEN,Odisha
2102,188,2003,INSULT TO THE MODESTY OF WOMEN,Odisha
2103,170,2004,INSULT TO THE MODESTY OF WOMEN,Odisha
2104,184,2005,INSULT TO THE MODESTY OF WOMEN,Odisha
2105,247,2006,INSULT TO THE MODESTY OF WOMEN,Odisha
2106,241,2007,INSULT TO THE MODESTY OF WOMEN,Odisha
2107,282,2008,INSULT TO THE MODESTY OF WOMEN,Odisha
2108,210,2009,INSULT TO THE MODESTY OF WOMEN,Odisha
2109,232,2010,INSULT TO THE MODESTY OF WOMEN,Odisha
2110,235,2011,INSULT TO THE MODESTY OF WOMEN,Odisha
2111,304,2012,INSULT TO THE MODESTY OF WOMEN,Odisha
2112,1266,2001,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2113,1167,2002,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2114,1289,2003,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2115,1192,2004,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2116,1671,2005,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2117,694,2006,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2118,728,2007,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2119,1618,2008,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2120,2047,2009,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2121,2067,2010,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2122,2320,2011,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2123,2638,2012,CRUELTY BY HUSBAND OR RELATIVES,Odisha
2124,24,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2125,24,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2126,11,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2127,22,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2128,29,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2129,44,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2130,40,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2131,29,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2132,14,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2133,25,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2134,23,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2135,24,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Odisha
2136,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2137,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2138,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2139,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2140,1,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2141,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2142,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2143,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2144,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2145,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2146,1,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2147,1,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Odisha
2148,5357,2001,TOTAL CRIMES AGAINST WOMEN,Odisha
2149,4779,2002,TOTAL CRIMES AGAINST WOMEN,Odisha
2150,4946,2003,TOTAL CRIMES AGAINST WOMEN,Odisha
2151,5239,2004,TOTAL CRIMES AGAINST WOMEN,Odisha
2152,6249,2005,TOTAL CRIMES AGAINST WOMEN,Odisha
2153,6825,2006,TOTAL CRIMES AGAINST WOMEN,Odisha
2154,7304,2007,TOTAL CRIMES AGAINST WOMEN,Odisha
2155,8303,2008,TOTAL CRIMES AGAINST WOMEN,Odisha
2156,8120,2009,TOTAL CRIMES AGAINST WOMEN,Odisha
2157,8501,2010,TOTAL CRIMES AGAINST WOMEN,Odisha
2158,9433,2011,TOTAL CRIMES AGAINST WOMEN,Odisha
2159,11988,2012,TOTAL CRIMES AGAINST WOMEN,Odisha
2160,298,2001,RAPE,Punjab
2161,299,2002,RAPE,Punjab
2162,380,2003,RAPE,Punjab
2163,390,2004,RAPE,Punjab
2164,398,2005,RAPE,Punjab
2165,442,2006,RAPE,Punjab
2166,519,2007,RAPE,Punjab
2167,517,2008,RAPE,Punjab
2168,511,2009,RAPE,Punjab
2169,546,2010,RAPE,Punjab
2170,479,2011,RAPE,Punjab
2171,680,2012,RAPE,Punjab
2172,324,2001,KIDNAPPING & ABDUCTION,Punjab
2173,354,2002,KIDNAPPING & ABDUCTION,Punjab
2174,295,2003,KIDNAPPING & ABDUCTION,Punjab
2175,311,2004,KIDNAPPING & ABDUCTION,Punjab
2176,329,2005,KIDNAPPING & ABDUCTION,Punjab
2177,418,2006,KIDNAPPING & ABDUCTION,Punjab
2178,545,2007,KIDNAPPING & ABDUCTION,Punjab
2179,514,2008,KIDNAPPING & ABDUCTION,Punjab
2180,513,2009,KIDNAPPING & ABDUCTION,Punjab
2181,576,2010,KIDNAPPING & ABDUCTION,Punjab
2182,517,2011,KIDNAPPING & ABDUCTION,Punjab
2183,689,2012,KIDNAPPING & ABDUCTION,Punjab
2184,159,2001,DOWRY DEATH,Punjab
2185,166,2002,DOWRY DEATH,Punjab
2186,110,2003,DOWRY DEATH,Punjab
2187,113,2004,DOWRY DEATH,Punjab
2188,99,2005,DOWRY DEATH,Punjab
2189,130,2006,DOWRY DEATH,Punjab
2190,133,2007,DOWRY DEATH,Punjab
2191,128,2008,DOWRY DEATH,Punjab
2192,126,2009,DOWRY DEATH,Punjab
2193,121,2010,DOWRY DEATH,Punjab
2194,143,2011,DOWRY DEATH,Punjab
2195,118,2012,DOWRY DEATH,Punjab
2196,372,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2197,341,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2198,346,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2199,261,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2200,308,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2201,314,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2202,427,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2203,388,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2204,319,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2205,349,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2206,282,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2207,340,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Punjab
2208,47,2001,INSULT TO THE MODESTY OF WOMEN,Punjab
2209,145,2002,INSULT TO THE MODESTY OF WOMEN,Punjab
2210,199,2003,INSULT TO THE MODESTY OF WOMEN,Punjab
2211,38,2004,INSULT TO THE MODESTY OF WOMEN,Punjab
2212,43,2005,INSULT TO THE MODESTY OF WOMEN,Punjab
2213,60,2006,INSULT TO THE MODESTY OF WOMEN,Punjab
2214,48,2007,INSULT TO THE MODESTY OF WOMEN,Punjab
2215,49,2008,INSULT TO THE MODESTY OF WOMEN,Punjab
2216,33,2009,INSULT TO THE MODESTY OF WOMEN,Punjab
2217,38,2010,INSULT TO THE MODESTY OF WOMEN,Punjab
2218,31,2011,INSULT TO THE MODESTY OF WOMEN,Punjab
2219,31,2012,INSULT TO THE MODESTY OF WOMEN,Punjab
2220,1128,2001,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2221,944,2002,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2222,987,2003,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2223,801,2004,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2224,729,2005,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2225,801,2006,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2226,971,2007,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2227,984,2008,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2228,1061,2009,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2229,1163,2010,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2230,1136,2011,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2231,1293,2012,CRUELTY BY HUSBAND OR RELATIVES,Punjab
2232,32,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2233,38,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2234,54,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2235,32,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2236,58,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2237,67,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2238,45,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2239,43,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2240,59,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2241,59,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2242,50,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2243,86,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Punjab
2244,1,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2245,8,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2246,1,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2247,2,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2248,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2249,1,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2250,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2251,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2252,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2253,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2254,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2255,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Punjab
2256,2361,2001,TOTAL CRIMES AGAINST WOMEN,Punjab
2257,2295,2002,TOTAL CRIMES AGAINST WOMEN,Punjab
2258,2375,2003,TOTAL CRIMES AGAINST WOMEN,Punjab
2259,1955,2004,TOTAL CRIMES AGAINST WOMEN,Punjab
2260,1969,2005,TOTAL CRIMES AGAINST WOMEN,Punjab
2261,2242,2006,TOTAL CRIMES AGAINST WOMEN,Punjab
2262,2694,2007,TOTAL CRIMES AGAINST WOMEN,Punjab
2263,2627,2008,TOTAL CRIMES AGAINST WOMEN,Punjab
2264,2631,2009,TOTAL CRIMES AGAINST WOMEN,Punjab
2265,2853,2010,TOTAL CRIMES AGAINST WOMEN,Punjab
2266,2641,2011,TOTAL CRIMES AGAINST WOMEN,Punjab
2267,3238,2012,TOTAL CRIMES AGAINST WOMEN,Punjab
2268,1049,2001,RAPE,Rajasthan
2269,1051,2002,RAPE,Rajasthan
2270,1050,2003,RAPE,Rajasthan
2271,1038,2004,RAPE,Rajasthan
2272,993,2005,RAPE,Rajasthan
2273,1085,2006,RAPE,Rajasthan
2274,1238,2007,RAPE,Rajasthan
2275,1355,2008,RAPE,Rajasthan
2276,1519,2009,RAPE,Rajasthan
2277,1571,2010,RAPE,Rajasthan
2278,1800,2011,RAPE,Rajasthan
2279,2049,2012,RAPE,Rajasthan
2280,2165,2001,KIDNAPPING & ABDUCTION,Rajasthan
2281,2019,2002,KIDNAPPING & ABDUCTION,Rajasthan
2282,1750,2003,KIDNAPPING & ABDUCTION,Rajasthan
2283,1881,2004,KIDNAPPING & ABDUCTION,Rajasthan
2284,1549,2005,KIDNAPPING & ABDUCTION,Rajasthan
2285,1553,2006,KIDNAPPING & ABDUCTION,Rajasthan
2286,1694,2007,KIDNAPPING & ABDUCTION,Rajasthan
2287,1863,2008,KIDNAPPING & ABDUCTION,Rajasthan
2288,2310,2009,KIDNAPPING & ABDUCTION,Rajasthan
2289,2477,2010,KIDNAPPING & ABDUCTION,Rajasthan
2290,2713,2011,KIDNAPPING & ABDUCTION,Rajasthan
2291,2697,2012,KIDNAPPING & ABDUCTION,Rajasthan
2292,376,2001,DOWRY DEATH,Rajasthan
2293,399,2002,DOWRY DEATH,Rajasthan
2294,389,2003,DOWRY DEATH,Rajasthan
2295,379,2004,DOWRY DEATH,Rajasthan
2296,361,2005,DOWRY DEATH,Rajasthan
2297,394,2006,DOWRY DEATH,Rajasthan
2298,439,2007,DOWRY DEATH,Rajasthan
2299,439,2008,DOWRY DEATH,Rajasthan
2300,436,2009,DOWRY DEATH,Rajasthan
2301,462,2010,DOWRY DEATH,Rajasthan
2302,514,2011,DOWRY DEATH,Rajasthan
2303,478,2012,DOWRY DEATH,Rajasthan
2304,2878,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2305,2730,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2306,2715,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2307,2825,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
2308,2503,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Rajasthan
